Browser,SunSpider testcase,# diff lines/combination
firefox,3d-cube,9.345794392523365E-4
firefox,3d-raytrace,0.001027221366204417
firefox,crypto-md5,0.0
firefox,date-format-tofte,0.009096077316657191
firefox,date-format-xparb,0.09461732548359966
firefox,string-tagcloud,0.0
