technique,bpIds,cols,seed,breakpointsPerLine,actionsCount,testcase,linesSum,linesDiff,linesDiffByLinesSum
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-bitops-bitwise-and,72,2,0.027778
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-bitops-nsieve-bits,82,4,0.048780
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-controlflow-recursive,71,2,0.028169
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-crypto-aes,466,4,0.008584
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-crypto-md5,329,3,0.009119
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-crypto-sha1,266,5,0.018797
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-date-format-tofte,341,2,0.005865
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-date-format-xparb,460,6,0.013043
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-math-cordic,144,4,0.027778
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-math-partial-sums,85,2,0.023529
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-math-spectral-norm,96,4,0.041667
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-regexp-dna,1760,5,0.002841
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-string-base64,175,8,0.045714
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-string-fasta,129,4,0.031008
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-string-tagcloud,312,9,0.028846
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-string-unpack-code,124,9,0.072581
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-string-validate-input,130,3,0.023077
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-10,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-11,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-1,18,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-2,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-3,18,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-4,22,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-5,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-6,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-7,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-8,18,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,js-puzzle-9,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,manual-bindings,86,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,manual-multiline-decls,28,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,manual-wtf,144,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-3d-cube,554,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-3d-morph,116,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-3d-raytrace,720,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-access-binary-trees,88,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-access-fannkuch,118,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-access-nbody,232,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-access-nsieve,70,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-bitops-3bit-bits-in-byte,68,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-bitops-bits-in-byte,46,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-bitops-bitwise-and,72,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-bitops-nsieve-bits,64,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-controlflow-recursive,52,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-crypto-aes,600,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-crypto-md5,452,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-crypto-sha1,312,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-date-format-tofte,456,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-date-format-xparb,608,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-math-cordic,170,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-math-partial-sums,80,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-math-spectral-norm,92,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-regexp-dna,3410,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-string-base64,222,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-string-fasta,130,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-string-tagcloud,440,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-string-unpack-code,150,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,0,sunspider-string-validate-input,144,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-10,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-11,32,8,0.250000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-1,44,3,0.068182
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-2,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-3,36,3,0.083333
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-4,53,2,0.037736
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-5,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-6,23,2,0.086957
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-7,40,5,0.125000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-8,50,4,0.080000
cascaded-2-pause-locations-all,false,false,0,1.0,10,js-puzzle-9,22,2,0.090909
cascaded-2-pause-locations-all,false,false,0,1.0,10,manual-bindings,122,6,0.049180
cascaded-2-pause-locations-all,false,false,0,1.0,10,manual-multiline-decls,60,4,0.066667
cascaded-2-pause-locations-all,false,false,0,1.0,10,manual-wtf,179,5,0.027933
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-3d-cube,590,6,0.010169
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-3d-morph,150,5,0.033333
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-3d-raytrace,756,3,0.003968
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-access-binary-trees,123,4,0.032520
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-access-fannkuch,154,6,0.038961
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-access-nbody,267,5,0.018727
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-access-nsieve,105,3,0.028571
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-bitops-3bit-bits-in-byte,103,5,0.048544
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-bitops-bits-in-byte,80,4,0.050000
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-bitops-bitwise-and,104,3,0.028846
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-bitops-nsieve-bits,100,3,0.030000
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-controlflow-recursive,90,4,0.044444
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-crypto-aes,637,5,0.007849
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-crypto-md5,486,5,0.010288
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-crypto-sha1,346,5,0.014451
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-date-format-tofte,492,3,0.006098
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-date-format-xparb,644,6,0.009317
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-math-cordic,206,29,0.140777
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-math-partial-sums,116,4,0.034483
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-math-spectral-norm,126,3,0.023810
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-regexp-dna,3445,6,0.001742
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-string-base64,256,5,0.019531
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-string-fasta,166,4,0.024096
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-string-tagcloud,476,8,0.016807
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-string-unpack-code,188,9,0.047872
cascaded-2-pause-locations-all,false,false,0,1.0,10,sunspider-string-validate-input,182,4,0.021978
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-4,6,2,0.333333
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,false,true,0,0.1,100,manual-bindings,27,10,0.370370
cascaded-2-pause-locations-all,false,true,0,0.1,100,manual-multiline-decls,6,1,0.166667
cascaded-2-pause-locations-all,false,true,0,0.1,100,manual-wtf,36,5,0.138889
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-3d-cube,374,137,0.366310
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-3d-morph,322,106,0.329193
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-3d-raytrace,400,149,0.372500
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-access-binary-trees,279,140,0.501792
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-access-fannkuch,328,112,0.341463
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-access-nbody,338,118,0.349112
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-access-nsieve,28,9,0.321429
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,310,103,0.332258
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-bitops-bits-in-byte,313,107,0.341853
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-bitops-bitwise-and,10,1,0.100000
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-bitops-nsieve-bits,16,6,0.375000
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-controlflow-recursive,322,116,0.360248
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-crypto-aes,391,141,0.360614
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-crypto-md5,342,171,0.500000
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-crypto-sha1,329,124,0.376900
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-date-format-tofte,377,144,0.381963
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-date-format-xparb,377,131,0.347480
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-math-cordic,331,117,0.353474
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-math-partial-sums,88,29,0.329545
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-math-spectral-norm,299,107,0.357860
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-regexp-dna,374,25,0.066845
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-string-base64,343,121,0.352770
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-string-fasta,329,110,0.334347
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-string-tagcloud,333,123,0.369369
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-string-unpack-code,189,154,0.814815
cascaded-2-pause-locations-all,false,true,0,0.1,100,sunspider-string-validate-input,306,109,0.356209
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,manual-bindings,27,1,0.037037
cascaded-2-pause-locations-all,true,false,0,0.1,100,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,manual-wtf,36,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-3d-cube,374,22,0.058824
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-3d-morph,322,79,0.245342
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-3d-raytrace,400,106,0.265000
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-access-binary-trees,279,31,0.111111
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-access-fannkuch,328,47,0.143293
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-access-nbody,339,56,0.165192
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-access-nsieve,28,2,0.071429
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,310,53,0.170968
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-bitops-bits-in-byte,313,87,0.277955
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-bitops-bitwise-and,10,2,0.200000
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-controlflow-recursive,322,36,0.111801
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-crypto-aes,391,115,0.294118
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-crypto-md5,342,97,0.283626
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-crypto-sha1,361,19,0.052632
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-date-format-tofte,377,120,0.318302
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-date-format-xparb,377,124,0.328912
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-math-cordic,331,73,0.220544
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-math-partial-sums,88,10,0.113636
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-math-spectral-norm,299,24,0.080268
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-regexp-dna,374,193,0.516043
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-string-base64,343,171,0.498542
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-string-fasta,329,1,0.003040
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-string-tagcloud,333,91,0.273273
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-string-unpack-code,189,158,0.835979
cascaded-2-pause-locations-all,true,false,0,0.1,100,sunspider-string-validate-input,306,52,0.169935
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-4,6,2,0.333333
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,true,true,0,0.1,100,manual-bindings,27,10,0.370370
cascaded-2-pause-locations-all,true,true,0,0.1,100,manual-multiline-decls,6,1,0.166667
cascaded-2-pause-locations-all,true,true,0,0.1,100,manual-wtf,36,5,0.138889
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-3d-cube,374,139,0.371658
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-3d-morph,322,161,0.500000
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-3d-raytrace,400,197,0.492500
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-access-binary-trees,279,136,0.487455
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-access-fannkuch,328,119,0.362805
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-access-nbody,339,124,0.365782
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-access-nsieve,28,9,0.321429
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,310,151,0.487097
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-bitops-bits-in-byte,313,134,0.428115
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-bitops-bitwise-and,10,3,0.300000
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-bitops-nsieve-bits,16,6,0.375000
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-controlflow-recursive,322,116,0.360248
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-crypto-aes,378,146,0.386243
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-crypto-md5,342,171,0.500000
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-crypto-sha1,329,152,0.462006
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-date-format-tofte,377,191,0.506631
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-date-format-xparb,376,154,0.409574
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-math-cordic,331,160,0.483384
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-math-partial-sums,88,34,0.386364
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-math-spectral-norm,299,107,0.357860
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-regexp-dna,374,195,0.521390
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-string-base64,343,174,0.507289
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-string-fasta,329,110,0.334347
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-string-tagcloud,333,165,0.495495
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-string-unpack-code,189,163,0.862434
cascaded-2-pause-locations-all,true,true,0,0.1,100,sunspider-string-validate-input,307,124,0.403909
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-10,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-11,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-1,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-2,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-3,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-5,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-6,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-7,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-8,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,js-puzzle-9,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,manual-bindings,24,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,manual-wtf,32,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-3d-cube,474,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-3d-morph,416,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-3d-raytrace,492,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-access-binary-trees,414,4,0.009662
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-access-fannkuch,418,4,0.009569
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-access-nbody,438,4,0.009132
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-access-nsieve,28,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,412,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,410,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-controlflow-recursive,410,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-crypto-aes,488,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-crypto-md5,462,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-crypto-sha1,448,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-date-format-tofte,464,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-date-format-xparb,488,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-math-cordic,424,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-math-partial-sums,68,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-math-spectral-norm,416,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-regexp-dna,348,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-string-base64,430,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-string-fasta,422,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-string-tagcloud,458,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-string-unpack-code,50,2,0.040000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,100,sunspider-string-validate-input,422,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-3d-cube,114,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-3d-morph,56,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-3d-raytrace,132,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-access-binary-trees,54,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-access-fannkuch,58,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-access-nbody,78,2,0.025641
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-access-nsieve,28,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-bitops-3bit-bits-in-byte,52,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-bitops-bits-in-byte,50,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-controlflow-recursive,50,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-crypto-aes,128,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-crypto-md5,102,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-crypto-sha1,88,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-date-format-tofte,104,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-date-format-xparb,128,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-math-cordic,64,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-math-partial-sums,52,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-math-spectral-norm,56,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-regexp-dna,348,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-string-base64,70,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-string-fasta,62,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-string-tagcloud,98,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-string-unpack-code,50,2,0.040000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,10,sunspider-string-validate-input,62,0,0.000000
