technique,bpIds,cols,seed,breakpointsPerLine,actionsCount,testcase,linesSum,linesDiff,linesDiffByLinesSum
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-3d-morph,112,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-3d-raytrace,716,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-access-binary-trees,84,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-access-fannkuch,114,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-access-nbody,228,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-access-nsieve,66,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-bitops-3bit-bits-in-byte,64,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-bitops-bits-in-byte,42,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-bitops-bitwise-and,68,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-bitops-nsieve-bits,60,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-controlflow-recursive,48,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-crypto-aes,596,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-crypto-md5,448,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-crypto-sha1,308,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-date-format-tofte,452,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-date-format-xparb,604,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-math-cordic,172,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-math-partial-sums,76,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-math-spectral-norm,88,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-regexp-dna,3406,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-string-base64,218,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-string-fasta,126,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-string-tagcloud,436,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-string-unpack-code,146,0,0.000000
cascaded-1-resolved-bp-locations,false,false,0,1.0,10,sunspider-string-validate-input,140,0,0.000000
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-3d-cube,550,241,0.438182
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-3d-morph,112,51,0.455357
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-3d-raytrace,716,341,0.476257
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-access-binary-trees,84,27,0.321429
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-access-fannkuch,114,40,0.350877
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-access-nbody,228,88,0.385965
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-access-nsieve,66,16,0.242424
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-bitops-3bit-bits-in-byte,64,27,0.421875
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-bitops-bits-in-byte,42,6,0.142857
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-bitops-bitwise-and,68,29,0.426471
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-bitops-nsieve-bits,60,22,0.366667
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-controlflow-recursive,40,3,0.075000
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-crypto-aes,596,280,0.469799
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-crypto-md5,448,209,0.466518
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-crypto-sha1,308,142,0.461039
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-date-format-tofte,452,223,0.493363
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-date-format-xparb,604,283,0.468543
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-math-cordic,172,76,0.441860
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-math-partial-sums,76,34,0.447368
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-math-spectral-norm,88,34,0.386364
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-regexp-dna,3406,1686,0.495009
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-string-base64,218,98,0.449541
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-string-fasta,126,50,0.396825
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-string-tagcloud,436,215,0.493119
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-string-unpack-code,146,66,0.452055
cascaded-1-resolved-bp-locations,true,false,0,1.0,10,sunspider-string-validate-input,140,38,0.271429
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-3d-cube,550,272,0.494545
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-3d-morph,112,56,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-3d-raytrace,716,355,0.495810
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-access-binary-trees,84,40,0.476190
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-access-fannkuch,114,55,0.482456
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-access-nbody,228,107,0.469298
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-access-nsieve,66,30,0.454545
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-bitops-3bit-bits-in-byte,64,29,0.453125
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-bitops-bits-in-byte,42,15,0.357143
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-bitops-bitwise-and,68,29,0.426471
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-bitops-nsieve-bits,60,29,0.483333
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-controlflow-recursive,48,24,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-crypto-aes,596,296,0.496644
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-crypto-md5,448,223,0.497768
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-crypto-sha1,308,153,0.496753
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-date-format-tofte,454,227,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-date-format-xparb,604,292,0.483444
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-math-cordic,172,86,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-math-partial-sums,76,38,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-math-spectral-norm,82,41,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-regexp-dna,3406,1686,0.495009
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-string-base64,218,109,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-string-fasta,126,62,0.492063
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-string-tagcloud,436,215,0.493119
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-string-unpack-code,146,73,0.500000
cascaded-1-resolved-bp-locations,true,true,0,1.0,10,sunspider-string-validate-input,140,64,0.457143
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,manual-bindings,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,manual-wtf,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-3d-cube,74,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-3d-morph,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-3d-raytrace,92,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-access-binary-trees,14,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-access-fannkuch,18,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-access-nbody,38,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-access-nsieve,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-bitops-3bit-bits-in-byte,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-bitops-bits-in-byte,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-bitops-nsieve-bits,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-controlflow-recursive,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-crypto-aes,88,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-crypto-md5,62,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-crypto-sha1,48,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-date-format-tofte,64,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-date-format-xparb,88,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-math-cordic,24,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-math-partial-sums,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-math-spectral-norm,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-regexp-dna,348,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-string-base64,30,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-string-fasta,22,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-string-tagcloud,58,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-string-unpack-code,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,0,sunspider-string-validate-input,22,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,manual-bindings,27,1,0.037037
cascaded-2-pause-locations-all,false,false,0,0.1,100,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,manual-wtf,36,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-3d-cube,374,19,0.050802
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-3d-morph,322,25,0.077640
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-3d-raytrace,400,37,0.092500
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-access-binary-trees,279,31,0.111111
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-access-fannkuch,328,45,0.137195
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-access-nbody,339,52,0.153392
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-access-nsieve,28,2,0.071429
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,310,31,0.100000
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,313,60,0.191693
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-controlflow-recursive,322,36,0.111801
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-crypto-aes,391,45,0.115090
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-crypto-md5,342,49,0.143275
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-crypto-sha1,329,45,0.136778
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-date-format-tofte,377,41,0.108753
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-date-format-xparb,377,66,0.175066
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-math-cordic,331,22,0.066465
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-math-partial-sums,88,5,0.056818
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-math-spectral-norm,299,24,0.080268
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-regexp-dna,374,22,0.058824
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-string-base64,343,106,0.309038
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-string-fasta,329,1,0.003040
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-string-tagcloud,333,28,0.084084
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-string-unpack-code,189,144,0.761905
cascaded-2-pause-locations-all,false,false,0,0.1,100,sunspider-string-validate-input,306,51,0.166667
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-1,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-10,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-11,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-2,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-3,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-5,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-6,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-7,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-8,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,js-puzzle-9,0,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,manual-bindings,27,1,0.037037
cascaded-2-pause-locations-all,false,false,0,0.1,10,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,manual-wtf,36,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-3d-cube,108,1,0.009259
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-3d-morph,48,2,0.041667
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-3d-raytrace,127,2,0.015748
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-access-binary-trees,44,2,0.045455
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-access-fannkuch,50,7,0.140000
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-access-nbody,70,2,0.028571
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-access-nsieve,28,2,0.071429
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-bitops-3bit-bits-in-byte,44,2,0.045455
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-bitops-bits-in-byte,42,4,0.095238
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-controlflow-recursive,45,2,0.044444
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-crypto-aes,123,2,0.016260
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-crypto-md5,93,10,0.107527
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-crypto-sha1,81,5,0.061728
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-date-format-tofte,97,2,0.020619
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-date-format-xparb,123,6,0.048780
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-math-cordic,57,2,0.035088
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-math-partial-sums,44,2,0.045455
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-math-spectral-norm,48,2,0.041667
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-regexp-dna,368,16,0.043478
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-string-base64,63,10,0.158730
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-string-fasta,54,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-string-tagcloud,90,2,0.022222
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-string-unpack-code,53,8,0.150943
cascaded-2-pause-locations-all,false,false,0,0.1,10,sunspider-string-validate-input,52,3,0.057692
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-3d-cube,225,11,0.048889
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-3d-morph,176,12,0.068182
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-3d-raytrace,256,23,0.089844
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-access-binary-trees,151,13,0.086093
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-access-fannkuch,179,24,0.134078
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-access-nbody,194,24,0.123711
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-access-nsieve,28,2,0.071429
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-bitops-3bit-bits-in-byte,166,13,0.078313
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-bitops-bits-in-byte,169,28,0.165680
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-controlflow-recursive,173,12,0.069364
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-crypto-aes,247,18,0.072874
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-crypto-md5,208,27,0.129808
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-crypto-sha1,196,24,0.122449
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-date-format-tofte,228,17,0.074561
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-date-format-xparb,243,38,0.156379
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-math-cordic,185,4,0.021622
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-math-partial-sums,88,5,0.056818
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-math-spectral-norm,164,11,0.067073
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-regexp-dna,374,22,0.058824
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-string-base64,192,51,0.265625
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-string-fasta,182,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-string-tagcloud,201,14,0.069652
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-string-unpack-code,115,70,0.608696
cascaded-2-pause-locations-all,false,false,0,0.1,50,sunspider-string-validate-input,172,27,0.156977
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-10,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-11,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-1,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-2,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-3,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-4,14,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-5,8,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-6,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-7,10,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-8,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,js-puzzle-9,8,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,manual-bindings,52,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,manual-multiline-decls,22,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,manual-wtf,90,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-3d-cube,360,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-3d-morph,68,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-3d-raytrace,452,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-access-binary-trees,58,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-access-fannkuch,74,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-access-nbody,178,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-access-nsieve,50,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-bitops-3bit-bits-in-byte,44,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-bitops-bits-in-byte,34,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-bitops-bitwise-and,40,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-bitops-nsieve-bits,46,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-controlflow-recursive,36,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-crypto-aes,430,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-crypto-md5,296,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-crypto-sha1,232,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-date-format-tofte,306,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-date-format-xparb,424,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-math-cordic,110,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-math-partial-sums,50,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-math-spectral-norm,64,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-regexp-dna,1726,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-string-base64,142,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-string-fasta,94,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-string-tagcloud,276,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-string-unpack-code,86,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,0,sunspider-string-validate-input,96,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-10,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-11,20,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-1,26,1,0.038462
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-2,6,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-3,22,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-4,36,4,0.111111
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-5,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-6,16,2,0.125000
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-7,23,1,0.043478
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-8,31,9,0.290323
cascaded-2-pause-locations-all,false,false,0,0.5,10,js-puzzle-9,12,0,0.000000
cascaded-2-pause-locations-all,false,false,0,0.5,10,manual-bindings,87,4,0.045977
cascaded-2-pause-locations-all,false,false,0,0.5,10,manual-multiline-decls,51,4,0.078431
cascaded-2-pause-locations-all,false,false,0,0.5,10,manual-wtf,125,5,0.040000
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-3d-cube,394,5,0.012690
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-3d-morph,101,3,0.029703
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-3d-raytrace,488,6,0.012295
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-access-binary-trees,94,4,0.042553
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-access-fannkuch,108,2,0.018519
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-access-nbody,212,4,0.018868
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-access-nsieve,85,3,0.035294
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-bitops-3bit-bits-in-byte,77,2,0.025974
cascaded-2-pause-locations-all,false,false,0,0.5,10,sunspider-bitops-bits-in-byte,68,4,0.058824
