Browser,SunSpider testcase,# diff lines/combination
firefox,3d-cube,5.920663114268798E-4
firefox,3d-morph,0.0
firefox,3d-raytrace,0.12214532871972318
firefox,crypto-md5,0.0
firefox,date-format-tofte,0.020387359836901122
firefox,date-format-xparb,0.004026354319180088
