transformation,browser,bpIds,cols,seed,breakpointsPerLine,actionsCount,testcase,linesSum,linesDiff,linesDiffByLinesSum
randomize-funcs,chrome,false,false,0,0.1,100,manual-multiline-decls,10,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,manual-wtf,56,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-3d-cube,3820,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-3d-morph,2018,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-3d-raytrace,680,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-access-binary-trees,1208,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-access-fannkuch,4016,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-access-nbody,634,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-access-nsieve,62,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,1210,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,16,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-bitops-bitwise-and,14,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,24,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-controlflow-recursive,1012,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-crypto-aes,662,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-crypto-md5,2198,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-crypto-sha1,1890,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-date-format-tofte,8508,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-date-format-xparb,1396,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-math-cordic,2024,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-math-partial-sums,1814,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-math-spectral-norm,1036,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-regexp-dna,354,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-string-base64,628,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-string-fasta,1606,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-string-tagcloud,2436,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-string-unpack-code,42,0,0.000000
randomize-funcs,chrome,false,false,0,0.1,100,sunspider-string-validate-input,620,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,js-puzzle-4,10,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,manual-bindings,60,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,manual-multiline-decls,10,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,manual-wtf,56,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-3d-cube,3820,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-3d-morph,2018,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-3d-raytrace,678,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-access-binary-trees,1210,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-access-fannkuch,4018,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-access-nbody,628,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-access-nsieve,54,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,1214,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,1212,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-bitops-bitwise-and,14,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,26,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-controlflow-recursive,1014,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-crypto-aes,670,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-crypto-md5,1466,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-crypto-sha1,1576,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-date-format-tofte,8508,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-date-format-xparb,1396,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-math-cordic,2024,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-math-partial-sums,1822,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-math-spectral-norm,1096,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-regexp-dna,354,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-string-base64,628,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-string-fasta,1606,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-string-tagcloud,2422,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-string-unpack-code,1808,0,0.000000
randomize-funcs,firefox,false,false,0,0.1,100,sunspider-string-validate-input,620,0,0.000000
